brand,name,fragrantica_url,gender,concentration,release_year,main_accords,notes_top,notes_heart,notes_base,notes_undifferentiated,longevity,sillage,season_winter_votes,season_spring_votes,season_summer_votes,season_fall_votes,day_votes,night_votes,fragrantica_rating
giorgio armani,Emporio Armani For Him 2008,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-For-Him-2008-2695.html,homme,,2008,aromatic;citrus;woody;musky;fresh spicy;warm spicy;powdery;green;earthy;herbal,Bergamot,Vetiver;Yuzu;Cardamom;Sage,Musk;Cedar;Tonka Bean,,,,23,35,27,36,37,40,4.04
giorgio armani,Emporio Armani He,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-He-64483.html,homme,,2020,aromatic;powdery;woody;citrus;musky;fresh spicy;warm spicy;iris;floral;sweet,Yuzu;Sage;Cardamom,Nutmeg;Orris Root;Rose,White Musk;Sandalwood;Vetiver;Tonka Bean,,,,195,380,326,333,352,263,4.14
giorgio armani,Emporio Armani Lei,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Lei-417.html,femme,,1998,powdery;vanilla;woody;sweet;citrus;almond;white floral;fruity;amber;musky,Lime;Tuberose;Bergamot;Pear;Mandarin Orange;Pineapple,Heliotrope;Orris Root;Jasmine;Lily-of-the-Valley,Sandalwood;Vanilla;Musk;Almond;Tonka Bean;Cedar;Amber,,,,893,871,556,1100,1300,712,4.18
giorgio armani,Emporio Armani Lui,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Lui-416.html,homme,,1998,woody;citrus;aromatic;powdery;fresh spicy;fruity;sweet;warm spicy;musky;floral,Sage;Yuzu;Apple;Bergamot;Lemon;Pineapple;Mandarin Orange;Cardamom,Nutmeg;Orris Root;Cyclamen;Jasmine;Rose,Sandalwood;Oakmoss;Cedar;Tonka Bean;Musk;Amber,,,,280,585,445,493,612,417,4.15
giorgio armani,Emporio Armani Night,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Night-421.html,homme,,2003,woody;powdery;warm spicy;aromatic;citrus;vanilla;violet;musky;patchouli;sweet,Grapefruit;Mandarin Orange;Bergamot,Violet;Cardamom;Sage,Tonka Bean;Cedar;Musk;Sandalwood;Patchouli;Vanilla,,,,80,42,24,78,29,113,4.23
giorgio armani,Emporio Armani Night,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Night-422.html,femme,,2003,floral;fruity;woody;aromatic;fresh;fresh spicy;powdery;soft spicy;green;musky,Cranberry;Cassia;Black Currant;Hawthorn;Bergamot,Peony;Orchid;Magnolia;Freesia;Cyclamen;Jasmine;Lily-of-the-Valley,Sandalwood;White Musk;Myrtle;Patchouli,,,,135,68,57,142,120,189,4.17
giorgio armani,Emporio Armani Red Pour Elle (White),https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Red-Pour-Elle-White-2190.html,femme,,2007,citrus;fresh spicy;green;woody;musky;aromatic;fruity;fresh;powdery,Bergamot;Mandarin Orange;Black Currant,Ginger;Mint;Fig Leaf,Musk;White Woods,,,,14,63,56,23,84,14,4.26
giorgio armani,Emporio Armani Red Pour Lui (White),https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Red-Pour-Lui-White-2191.html,homme,,2007,fresh spicy;citrus;aromatic;fresh;woody,,,,,,,8,29,30,13,29,9,4.25
giorgio armani,Emporio Armani She,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-She-64482.html,femme,,2020,powdery;musky;almond;vanilla;amber;sweet;fruity;citrus;woody;warm spicy,Citruses;Pear,Heliotrope;Cardamom;Angelica;Jasmine,White Musk;Almond;Cedar;Vanilla;Amber,,,,301,316,225,389,364,243,4.19
giorgio armani,Emporio Armani White For Her,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-White-For-Her-420.html,femme,,2001,citrus;green;woody;fresh spicy;aromatic;musky;fruity;fresh;powdery;iris,Bergamot;Orange;Mandarin Orange;Cassia;Black Currant,Ginger;Iris;Fig Leaf;Mint;Cloves,White Musk;White Wood,,,,73,192,214,94,279,61,4.38
giorgio armani,Emporio Armani White For Him,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-White-For-Him-419.html,homme,,2001,citrus;aromatic;fresh spicy;musky;herbal;powdery,Bergamot;Mandarin Orange;Orange;Lemon,Chamomile;Rosemary;Cardamom,Musk,,,,35,143,143,61,172,66,4.49
giorgio armani,Emporio Remix for Her,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Remix-for-Her-916.html,femme,,2006,floral;fruity;powdery;fresh;sweet;woody;soft spicy,Pear;Cranberry;Star Anise,Freesia;Peony;Magnolia;Clover;Heliotrope;Cloves,Musk;Sandalwood;Cedar,,,,51,98,84,76,143,70,4.04
giorgio armani,Emporio Remix for Him,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Remix-for-Him-915.html,homme,,2006,soft spicy;fresh spicy;aromatic;warm spicy;anis;woody;citrus;floral;powdery;green,Star Anise;Bergamot;Basil,Nutmeg;Cardamom;Lily-of-the-Valley,Vetiver;Licorice;Cloves;White Musk,,,,27,57,43,66,72,45,3.75
giorgio armani,Emporio Armani Diamonds,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Diamonds-1292.html,femme,,2007,fruity;woody;sweet;rose;vanilla;floral;fresh;tropical;patchouli;amber,Litchi;Raspberry,Rose;Freesia;Patchouli;Cedar;Lily-of-the-Valley,Vanilla;Amber;Vetiver,,,,600,808,546,594,1100,530,3.76
giorgio armani,Emporio Armani Diamonds Black Carat for Her,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Diamonds-Black-Carat-for-Her-13070.html,femme,,2011,vanilla;amber;floral;rose;warm spicy;balsamic;powdery,Freesia,Rose,Benzoin;Vanilla,,,,57,27,12,64,33,66,4.07
giorgio armani,Emporio Armani Diamonds Black Carat for Him,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Diamonds-Black-Carat-for-Him-13071.html,homme,,2011,woody;amber;fresh spicy;cacao;warm spicy;citrus;aromatic;earthy;herbal,Sichuan Pepper;Bergamot,Cacao;Benzoin,Guaiac Wood;Amber;Vetiver;Cedar;Oakmoss,,,,95,42,19,92,47,98,4.35
giorgio armani,Emporio Armani Diamonds Club,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Diamonds-Club-38911.html,femme,,2016,citrus;aquatic;rose;patchouli;fresh;woody;warm spicy;earthy;floral;balsamic,Mandarin Orange;Water Notes,Rose,Patchouli,,,,3,12,11,5,13,8,3.59
giorgio armani,Emporio Armani Diamonds Club for Him,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Diamonds-Club-for-Him-38912.html,homme,,2016,aromatic;warm spicy;aquatic;fresh spicy;fresh;lavender;floral;herbal;rose;green,Cardamom,Water Notes;Hedione;Lavender,Geranium,,,,6,13,15,12,9,21,4.51
giorgio armani,Emporio Armani Diamonds Eau de Toilette,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Diamonds-Eau-de-Toilette-6084.html,femme,Eau de Toilette,2009,rose;musky;aromatic;citrus;soft spicy;woody;earthy;powdery;floral;sweet,Pink Pepper;Bergamot,Rose,Vetiver;Musk,,,,59,105,80,60,137,57,3.63
giorgio armani,Emporio Armani Diamonds for Men,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Diamonds-for-Men-3793.html,homme,,2008,woody;cacao;citrus;fresh spicy;warm spicy;amber;aromatic;powdery,Bergamot;Guaiac Wood,Sichuan Pepper;Cedar;Vetiver,Cacao;Amber,,,,511,701,380,686,751,698,4.07
giorgio armani,Emporio Armani Diamonds for Men Summer Edition,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Diamonds-for-Men-Summer-Edition-8440.html,homme,,2010,aromatic;cacao;citrus;marine;green;warm spicy;floral;woody;fresh spicy;salty,Amalfi Lemon;Mint,Sea water;Floral Notes,Cacao;Woodsy Notes,,,,3,23,38,9,38,18,4.15
giorgio armani,Emporio Armani Diamonds for Women Summer Edition,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Diamonds-for-Women-Summer-Edition-8439.html,femme,,2010,fruity;rose;floral;fresh;musky;sweet;woody;tropical;amber;powdery,Litchi;Raspberry,Rose;Peony,Musk;Woodsy Notes;Amber,,,,2,17,29,4,31,7,3.81
giorgio armani,Emporio Armani Diamonds He Limited Edition,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Diamonds-He-Limited-Edition-6835.html,homme,,2009,woody;citrus;fresh spicy;aromatic;cacao,Citruses;Sichuan Pepper;Bergamot,Virginia Cedar;Cacao,Guaiac Wood;Vetiver,,,,4,6,1,10,8,6,3.88
giorgio armani,Emporio Armani Diamonds Intense,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Diamonds-Intense-4619.html,femme,,2008,fruity;woody;rose;floral;sweet;vanilla;fresh;patchouli;earthy;tropical,Raspberry;Litchi,Rose;Freesia;Lily-of-the-Valley,Vanilla;Cedar;Patchouli;Vetiver,,,,140,84,53,135,125,153,3.84
giorgio armani,Emporio Armani Diamonds Rocks,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Diamonds-Rocks-26163.html,homme,,2014,aromatic;fresh spicy;woody;marine;violet;citrus;powdery;fresh;fruity;salty,Grapefruit;Black Pepper;Apple,Sea Notes;Violet;Geranium,Guaiac Wood;Cedar;Vetiver,,,,5,25,24,19,33,15,3.72
giorgio armani,Emporio Armani Diamonds Rose,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Diamonds-Rose-18339.html,femme,,2013,fruity;rose;floral;citrus;sweet;woody;aromatic;patchouli;musky;fresh spicy,Raspberry;Black Currant;Bergamot,Rose;Freesia;Lily-of-the-Valley,Ambrette (Musk Mallow);Patchouli,,,,28,140,86,54,139,24,3.82
giorgio armani,Emporio Armani Diamonds Summer Fraiche for Men,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Diamonds-Summer-Fraiche-for-Men-15928.html,homme,,2012,aquatic;marine;woody;cacao;aromatic;fresh;warm spicy;salty,Watery Notes,Sea Notes,Cedar;Cacao,,,,0,3,8,6,8,8,4.14
giorgio armani,Emporio Armani Diamonds Summer Fraiche for Women,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Diamonds-Summer-Fraiche-for-Women-15927.html,femme,,2012,fresh;aquatic;floral;fruity;amber;rose,Watery Notes;Green Apple,Peony,Amber,,,,0,10,14,2,18,5,3.65
giorgio armani,Emporio Armani Diamonds Violet,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Diamonds-Violet-31240.html,femme,,2015,sweet;fruity;violet;powdery;fresh;vanilla;tropical;rose;patchouli;woody,Raspberry;Litchi;Passionfruit,Violet;Bulgarian Rose;Lily-of-the-Valley,Praline;Vanilla;Patchouli,,,,33,76,51,50,89,42,3.91
giorgio armani,Emporio Armani Stronger With You,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Stronger-With-You-45258.html,homme,,2017,vanilla;sweet;balsamic;nutty;aromatic;powdery;lavender;herbal;soft spicy;warm spicy,Chestnut;Sugar,Sage;Lavender,Vanilla;Smoke,,,,6600,2100,768,6100,3300,5800,4.30
giorgio armani,Emporio Armani Stronger With You Absolutely,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Stronger-With-You-Absolutely-64501.html,homme,,2021,vanilla;woody;balsamic;rum;aromatic;warm spicy;nutty;powdery;lavender;sweet,Rum;elemi;Bergamot,Lavender;Davana,Madagascar Vanilla;Chestnut;Cedar;Patchouli,,,,7100,1400,550,5900,2300,6000,4.52
giorgio armani,Emporio Armani Stronger With You Amber,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Stronger-With-You-Amber-79699.html,unisexe,,2023,amber;vanilla;lavender;powdery;animalic,,,,Amber;Madagascar Vanilla;Lavender,,,818,250,86,736,405,691,4.25
giorgio armani,Emporio Armani Stronger With You Freeze,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Stronger-With-You-Freeze-58808.html,homme,,2020,citrus;fresh spicy;woody;aromatic;sweet;vanilla;warm spicy;fruity;fresh;amber,Lime;Ginger;Apple;Mandarin Orange,Cardamom;Lavender;Bourbon Geranium;Sage,Bourbon Vanilla;Amberwood;Marron glace;Guaiac Wood,,,,277,678,519,603,617,412,4.10
giorgio armani,Emporio Armani Stronger With You Intensely,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Stronger-With-You-Intensely-52802.html,homme,,2019,vanilla;sweet;amber;cinnamon;warm spicy;powdery;aromatic;soft spicy;caramel,Pink Pepper;Juniper;Violet,Toffee;Cinnamon;Lavender;Sage,Vanilla;Amber;Tonka Bean;Suede,,,,19300,3000,1500,15000,6700,15500,4.58
giorgio armani,Emporio Armani Stronger With You Leather,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Stronger-With-You-Leather-63355.html,homme,,2020,vanilla;leather;balsamic;warm spicy;aromatic;animalic;woody;nutty;powdery;smoky,Chestnut;Spices;elemi,Lavender;Sage,Vanilla;Leather;Guaiac Wood;Agarwood (Oud),,,,546,145,44,468,223,503,4.51
giorgio armani,Emporio Armani Stronger With You Limited Edition,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Stronger-With-You-Limited-Edition-79166.html,homme,,2023,sweet;vanilla;soft spicy;amber;nutty;aromatic;warm spicy;powdery;herbal;musky,Pink Pepper;Cardamom,Sage,Vanilla;Marron glace;Amber,,,,127,43,59,67,49,60,3.95
giorgio armani,Emporio Armani Stronger With You Only,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Stronger-With-You-Only-71505.html,homme,,2022,vanilla;citrus;fresh spicy;aromatic;lavender;balsamic;amber;nutty;powdery;warm spicy,Grapefruit,Lavender;Geranium,Vanilla;Chestnut;Labdanum,,,,244,373,219,374,363,254,3.97
giorgio armani,Emporio Armani Stronger With You Oud,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Stronger-With-You-Oud-76171.html,homme,,2022,vanilla;oud;lavender;fresh spicy;powdery;aromatic;sweet,,,,Vanilla;Agarwood (Oud);Lavender Extract,,,514,187,79,440,192,465,4.26
giorgio armani,Emporio Armani Stronger With You Parfum,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Stronger-With-You-Parfum-100895.html,homme,Parfum,2025,vanilla;lavender;soft spicy;warm spicy;nutty;balsamic;aromatic;sweet;leather;herbal,Pink Pepper;Mandarin,Lavender;Cinnamon;Sage,Chestnut;Vanilla;Leather,,,,2100,491,176,1800,659,1900,4.27
giorgio armani,Emporio Armani Stronger With You Powerfully,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Stronger-With-You-Powerfully-123070.html,homme,,2026,warm spicy;cherry;vanilla;amber;nutty;sweet;woody;balsamic;lavender;powdery,Cherry;Mandarin Orange,Spices;Lavender,Chestnut;Vanilla;Amberwood,,,,1400,337,79,1200,664,1200,4.50
giorgio armani,Emporio Armani Stronger With You Sandalwood,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Stronger-With-You-Sandalwood-102519.html,unisexe,,2025,woody;warm spicy;powdery;lavender;vanilla;balsamic;aromatic;nutty,Saffron,Lavender;Chestnut,Sandalwood;Vanilla;Cedarwood,,,,610,312,91,547,368,520,4.37
giorgio armani,Emporio Armani Stronger With You Spices,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Stronger-With-You-Spices-122057.html,homme,,2026,warm spicy;fresh spicy;vanilla;sweet;leather;amber;fruity;powdery;cinnamon;lavender,Black Pepper;Bergamot;Mandarin,Saffron;Clove;Cinnamon;Apricot;Lavender,Bourbon Vanilla;Chestnut;Amber;Dates;Leather,,,,111,41,21,93,55,95,3.76
giorgio armani,Emporio Armani Stronger With You Tobacco,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Stronger-With-You-Tobacco-90333.html,homme,,2024,warm spicy;amber;tobacco;vanilla;sweet;aromatic;soft spicy;balsamic;fresh spicy;woody,Pink Pepper;Black Pepper;Cardamom;elemi;Sage,Tobacco;Chestnut;Cinnamon Leaf;Chili Pepper,Bourbon Vanilla;Amber;Guaiac Wood;Benzoin,,,,728,213,60,593,215,642,4.27
giorgio armani,Emporio Armani Because It's You,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Because-It-s-You-45257.html,femme,,2017,fruity;sweet;rose;vanilla;citrus;powdery;musky;amber;woody;floral,Raspberry;Lemon;Neroli,Rose,Vanilla;Musk;Amberwood,,,,736,1100,734,1100,1300,648,3.84
giorgio armani,Emporio Armani In Love With You,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-In-Love-With-You-52801.html,femme,,2019,fruity;sweet;patchouli;woody;rose;cherry;warm spicy;floral;white floral;aromatic,Raspberry;Black Currant;Sour Cherry,Rose;Jasmine;Wormwood,Patchouli,,,,441,311,136,447,398,365,3.76
giorgio armani,Emporio Armani In Love With You Freeze,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-In-Love-With-You-Freeze-58809.html,femme,,2020,woody;patchouli;citrus;floral;fresh;earthy;white floral;cherry;sweet;warm spicy,Cherry;Mandarin Orange;Bergamot;Pear,Peony;Jasmine Sambac;Lily-of-the-Valley,Patchouli;Woody Notes;White Musk;Vetiver,,,,77,148,98,106,176,76,3.50
giorgio armani,Idole d'Armani,https://www.fragrantica.com/perfume/Giorgio-Armani/Idole-d-Armani-6270.html,femme,,2009,fruity;sweet;citrus;fresh;fresh spicy;warm spicy;woody;aromatic;earthy;honey,Ginger;Pear;Clementine;Honey;Bitter Orange;Almond;Artemisia,Saffron;Jasmine;Rose,Vetiver;Patchouli;Styrax,,,,525,330,167,644,534,573,3.81
giorgio armani,Idole d'Armani Eau de Toilette,https://www.fragrantica.com/perfume/Giorgio-Armani/Idole-d-Armani-Eau-de-Toilette-8065.html,femme,Eau de Toilette,2010,amber;citrus;fresh spicy;fresh;white floral;patchouli;woody;warm spicy;balsamic;earthy,Ginger;Bitter Orange,Jasmine,Patchouli;Amber;Styrax,,,,70,91,53,98,133,63,3.81
giorgio armani,My Way,https://www.fragrantica.com/perfume/Giorgio-Armani/My-Way-62036.html,femme,,2020,white floral;tuberose;citrus;animalic;vanilla,Orange Blossom;Bergamot,Tuberose;Indian Jasmine,Madagascar Vanilla;White Musk;Virginian Cedar,,,,1900,5300,3800,2700,5200,2000,3.78
giorgio armani,My Way Floral,https://www.fragrantica.com/perfume/Giorgio-Armani/My-Way-Floral-73284.html,femme,,2022,citrus;white floral;tuberose;animalic;sweet;vanilla,Orange Blossom;Green Mandarin;Bitter Orange,Indian Tuberose;Tunisian Neroli,Bourbon Vanilla;White Musk,,,,115,527,454,167,482,139,4.03
giorgio armani,My Way Hair & Body Mist,https://www.fragrantica.com/perfume/Giorgio-Armani/My-Way-Hair-Body-Mist-94401.html,femme,,2023,white floral;citrus;tuberose;woody;powdery;musky;animalic;fresh spicy,Bergamot;Orange Blossom,Tuberose;Jasmine,White Musk;Virginia Cedar;Madagascar Vanilla,,,,2,3,2,2,3,3,3.60
giorgio armani,My Way Intense,https://www.fragrantica.com/perfume/Giorgio-Armani/My-Way-Intense-68596.html,femme,,2021,white floral;tuberose;citrus;vanilla;animalic;woody;powdery;sweet,Orange Blossom;Bitter Orange,Indian Tuberose;Tuberose,Madagascar Vanilla;Sandalwood,,,,621,977,628,821,920,694,3.93
giorgio armani,My Way Nacre,https://www.fragrantica.com/perfume/Giorgio-Armani/My-Way-Nacre-71653.html,femme,,2022,white floral;citrus;tuberose;woody;powdery;animalic;musky,Orange Blossom;Bergamot,Tuberose;Jasmine,Cedar;White Musk;Vanilla,,,,12,35,30,22,36,16,3.93
giorgio armani,My Way Nectar,https://www.fragrantica.com/perfume/Giorgio-Armani/My-Way-Nectar-88938.html,femme,,2024,white floral;citrus;sweet;tuberose;fruity;aquatic;animalic;ozonic;green,Pear;Orange Blossom;Bergamot,Tuberose;Jasmine;Violet Leaf,White Musk;Bourbon Vanilla;Cedarwood,,,,107,720,656,189,689,146,4.03
giorgio armani,My Way Parfum,https://www.fragrantica.com/perfume/Giorgio-Armani/My-Way-Parfum-78561.html,femme,Parfum,2023,white floral;citrus;musky;tuberose;powdery;animalic;vanilla;floral;woody;sweet,Orange Blossom;Bitter Orange;Calabrian bergamot,Iris Pallida;Indian Tuberose;Ambrette (Musk Mallow),White Musk;Bourbon Vanilla;Cedar,,,,388,458,243,455,407,399,3.92
giorgio armani,My Way Sunny Vanilla,https://www.fragrantica.com/perfume/Giorgio-Armani/My-Way-Sunny-Vanilla-120745.html,femme,,2025,white floral;tuberose;sweet;fruity;vanilla;powdery;tropical;animalic;citrus;musky,Pineapple;Bergamot,Tuberose;Jasmine,Vanilla;Musk,,,,10,105,105,18,95,11,3.67
giorgio armani,My Way Ylang,https://www.fragrantica.com/perfume/Giorgio-Armani/My-Way-Ylang-100877.html,femme,,2024,sweet;tropical;white floral;yellow floral;fruity;coconut;woody;vanilla;tuberose;citrus,Mango;Coconut;Orange Blossom;Bergamot,Ylang Ylang;Tuberose,Vanilla;White Musk;Cedarwood,,,,52,332,413,87,369,87,3.95
giorgio armani,Onde Extase,https://www.fragrantica.com/perfume/Giorgio-Armani/Onde-Extase-4671.html,femme,,2008,yellow floral;woody;powdery;floral;white floral;green;aromatic;mossy;earthy;sweet,,,,Mimosa;Narcissus;Sesame;Cedar;Jasmine;Oakmoss;Pink Pepper;Bergamot,,,48,47,24,60,65,45,3.94
giorgio armani,Onde Mystere,https://www.fragrantica.com/perfume/Giorgio-Armani/Onde-Mystere-4669.html,femme,,2008,amber;warm spicy;musky;powdery;rose;smoky;vanilla;balsamic,Amber;Musk;Moroccan Rose,Incense;Vanilla Absolute,Spicy Notes,,,,62,28,20,58,51,65,4.04
giorgio armani,Onde Vertige,https://www.fragrantica.com/perfume/Giorgio-Armani/Onde-Vertige-4670.html,femme,,2008,floral;white floral;tropical;soft spicy;balsamic;patchouli;amber;warm spicy;lactonic;smoky,Jasmine;Frangipani,Licorice,Incense;Patchouli,,,,22,27,26,35,47,20,3.96
giorgio armani,Power Of You,https://www.fragrantica.com/perfume/Giorgio-Armani/Power-Of-You-121870.html,femme,,2026,tropical;vanilla;sweet;fruity;citrus;fresh;floral;powdery;amber,Passionfruit;Bitter Orange;Lemon,Frangipani;Solar Notes,Madagascar Vanilla;Benzoin;Labdanum,,,,377,1800,2200,533,1800,839,4.16
giorgio armani,Sensi,https://www.fragrantica.com/perfume/Giorgio-Armani/Sensi-557.html,femme,,2002,white floral;sweet;almond;nutty;amber;woody;fruity;citrus;balsamic;warm spicy,Black locust;Lime,Almond;Wheat;Jasmine,Benzoin;Brazilian Rosewood,,,,579,458,298,689,777,465,4.31
giorgio armani,Sensi Jewel,https://www.fragrantica.com/perfume/Giorgio-Armani/Sensi-Jewel-2704.html,femme,,2004,amber;white floral;yellow floral;citrus;sweet;woody;balsamic;floral;powdery;warm spicy,Mimosa,Jasmine;Orange,Benzoin;Brazilian Rosewood,,,,3,5,4,7,5,5,4.19
giorgio armani,Sensi White Notes,https://www.fragrantica.com/perfume/Giorgio-Armani/Sensi-White-Notes-424.html,femme,,2004,floral;citrus;white floral;woody;green;fruity;aromatic;soft spicy;fresh;amber,Lime;Lemon;Black Currant;Mandarin Orange;Cassia,Freesia;Water Hyacinth;Lily;Lily-of-the-Valley;Jasmine;Rose,Benzoin;Brazilian Rosewood;Mahogany,,,,27,153,151,63,181,44,4.39
giorgio armani,Si,https://www.fragrantica.com/perfume/Giorgio-Armani/Si-18453.html,femme,,2013,woody;vanilla;aromatic;soft spicy;fruity;green;floral;rose;patchouli;earthy,Cassis,May Rose;Freesia,Vanilla;Patchouli;Woody Notes;Ambroxan,,,,5200,3500,1900,6100,5500,4700,3.84
giorgio armani,Si Eau de Parfum Intense,https://www.fragrantica.com/perfume/Giorgio-Armani/Si-Eau-de-Parfum-Intense-83977.html,femme,Eau de Parfum,2023,fruity;vanilla;rose;green;floral;soft spicy;aromatic;powdery;woody;sweet,Black Currant,May Rose;Davana,Bourbon Vanilla;Vanilla;Black Tea,,,,531,366,173,585,486,498,4.04
giorgio armani,Si Eau de Toilette,https://www.fragrantica.com/perfume/Giorgio-Armani/Si-Eau-de-Toilette-29337.html,femme,,2015,fruity;floral;sweet;woody;citrus;rose;soft spicy;vanilla;musky,Black Currant;Pear;Mandarin Orange;Neroli;Bergamot,Freesia;May Rose;Strawberry;Mango;Jasmine;Osmanthus,Vanilla;Musk;Patchouli;Woody Notes;Amber,,,,185,500,280,345,551,197,3.81
giorgio armani,Si Edition Limitée Eau de Parfum,https://www.fragrantica.com/perfume/Giorgio-Armani/Si-Edition-Limitee-Eau-de-Parfum-62847.html,femme,Eau de Parfum,2020,woody;floral;aromatic;soft spicy;green;fruity;amber;patchouli;rose;vanilla,Currant buds,Freesia;Rose,Woody Notes;Vanilla;Patchouli;Ambroxan,,,,3,4,2,3,4,0,4.11
giorgio armani,Sì Fiori,https://www.fragrantica.com/perfume/Giorgio-Armani/Si-Fiori-53243.html,femme,,2019,vanilla;fruity;citrus;powdery;rose;musky;floral;woody;soft spicy;white floral,Black Currant;Green Mandarin,Neroli;Rose;Patchouli;Oakmoss,Vanilla;White Musk,,,,696,1400,740,1000,1300,659,4.19
giorgio armani,Si Golden Bow,https://www.fragrantica.com/perfume/Giorgio-Armani/Si-Golden-Bow-32065.html,femme,,2015,woody;citrus;fruity;vanilla;white floral;rose;floral;powdery;amber;patchouli,Blackcurrant Syrup;Sicilian Bergamot;Mandarin Orange,Rose;Egyptian Jasmine;Neroli,Vanilla;Patchouli;Amber;White Woods;Musk,,,,32,15,10,32,29,23,4.16
giorgio armani,Si Hair Mist,https://www.fragrantica.com/perfume/Giorgio-Armani/Si-Hair-Mist-45318.html,femme,,2017,fruity;woody;floral;soft spicy;vanilla;aromatic;rose;amber;green;patchouli,Blackcurrant Syrup;Cassis,May Rose;Freesia,Vanilla;Ambroxan;Patchouli;White Wood,,,,5,5,2,6,3,6,3.90
giorgio armani,Si Huile de Parfum,https://www.fragrantica.com/perfume/Giorgio-Armani/Si-Huile-de-Parfum-32475.html,femme,Parfum,2015,woody;floral;rose;aromatic;soft spicy;amber;green;fruity;vanilla;patchouli,Cassis,May Rose;Freesia,Ambroxan;Woody Notes;Vanilla;Patchouli,,,,18,8,9,21,22,26,4.27
giorgio armani,Sì Intense,https://www.fragrantica.com/perfume/Giorgio-Armani/Si-Intense-25947.html,femme,,2014,fruity;woody;floral;aromatic;soft spicy;green;vanilla;citrus;patchouli;rose,Black Currant;Cassis;Freesia;Mandarin Orange;Bergamot,May Rose;Osmanthus;Neroli;Artemisia,Vanilla;Patchouli;Woody Notes;Ambroxan,,,,927,334,163,862,513,929,4.02
giorgio armani,Sì Intense 2021,https://www.fragrantica.com/perfume/Giorgio-Armani/Si-Intense-2021-64853.html,femme,,2021,fruity;amber;rose;warm spicy;woody;patchouli;floral;balsamic;green;aromatic,Blackcurrant Syrup,Turkish Rose;Davana,Benzoin;Patchouli,,,,877,424,211,938,603,811,4.09
giorgio armani,Si Intense Night Light,https://www.fragrantica.com/perfume/Giorgio-Armani/Si-Intense-Night-Light-41841.html,femme,,2016,fruity;floral;citrus;woody;green;fresh spicy;aromatic;vanilla;rose;amber,Black Currant;Black currant leaf;Mandarin Orange;Freesia;Bergamot,Rose;Osmanthus;Neroli;Artemisia,Vanilla;Ambroxan;Patchouli;Woody Notes,,,,9,3,4,8,8,10,4.22
